ID;Hora de inicio;Hora de finalización;Correo electrónico;Nombre;"Seleccione el Comité de Bienestar al cual pertenece (si no lo conoce, por favor consulte con el encargado de bienestar de su unidad):
";Componente / Jefatura:;Componente / Jefatura:2;Componente / Jefatura:3;Componente / Jefatura:4;Componente / Jefatura:5;Componente / Jefatura:6;Componente / Jefatura:7;Componente / Jefatura:8;Componente / Jefatura:9;Componente / Jefatura:10;Componente / Jefatura:11;Componente / Jefatura:12;Componente / Jefatura:13;Componente / Jefatura:14;Componente / Jefatura:15;Componente / Jefatura:16;Seleccione la categoría a la cual pertenece:;Seleccione la categoría a la cual pertenece:2;Grado:;Grado:2;Tiempo en la institución:;Estado civil:;"¿CONOCE EL PROGRAMA DE INCENTIVOS?
Enfocado en reconocer el compromiso y desempeño del personal en el logro de resultados. Ejemplo de actividades relacionadas con el programa: Medallas, condecorac...";Dentro del Programa de Incentivos ¿La entrega de incentivos o reconocimientos que ha recibido usted está acorde a su nivel de compromiso y las labores que desempeña?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).;Dentro del Programa de Incentivos ¿Ha evidenciado o ha sido participe de la entrega de incentivos o reconocimientos por la labor y compromiso a otros tripulantes de la institución?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).2;"¿CONOCE EL PROGRAMA DE RECREACIÓN Y CULTURA?
Orientado a propender por el aprovechamiento del tiempo libre mediante el desarrollo de actividades recreativas y culturales. Ejemplo de actividades re...";¿Valora usted como positivas las actividades del programa de recreación y cultura que se hacen en su unidad?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).3;¿Los tripulantes de su unidad valoran como positivas las actividades del programa de recreación y cultura que se hacen?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).4;"¿CONOCE EL PROGRAMA DE DEPORTES Y CULTURA FÍSICA?
Encaminado a estimular el espíritu deportivo y la práctica de actividades que fortalezcan la cultura física y promuevan hábitos de vida saludable....";¿Las actividades del programa de deporte y cultura física que implementan en su unidad incentivan a la práctica de disciplinas deportivas y a mantener la cultura del entrenamiento físico?;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).5;"¿CONOCE EL PROGRAMA DE SERVICIOS EDUCATIVOS (COLEGIOS NAVALES)?
Encaminado a prestar el servicio educativo a los hijos de los tripulantes de la institución a través de los Colegios Navales.";¿Está conforme con el servicio educativo ofrecido por los Colegios Navales? (Si no es o no ha sido usuario por favor seleccione la respuesta de acuerdo a su percepción);Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).6;"¿CONOCE EL PROGRAMA DE ORIENTACIÓN SOCIOFAMILIAR?
  Direccionamiento de estrategias y recursos institucionales para la realización de talleres de proyecto de vida, prevención de violencias, crisis...";¿Los servicios del programa de orientación y/o educación sociofamiliar ofrecidos por las Oficinas de Atención a la Familia son satisfactorios? (Si no es o no ha sido usuario por favor seleccione l...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).7;"¿CONOCE EL PROGRAMA DE SERVICIOS FUNERARIOS?
Facilitar la coordinación de los servicios funerarios y de inhumación del personal en servicio activo, de la reserva y pensionados de la Armada Naciona...";¿El acompañamiento y orientación por parte de la Armada Nacional para la gestión de los servicios funerarios son oportunos? (Si no es o no ha sido usuario por favor seleccione la respuesta de acue...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).8;"¿CONOCE EL PROGRAMA DE VIVIENDAS Y ALOJAMIENTOS MILITARES?
Elevar la calidad de vida de los tripulantes en servicio activo de la Armada Nacional y su familia, mediante la asignación de alojamiento...";¿Está conforme con el servicio de viviendas y alojamientos militares para los tripulantes y sus familias? (Si no es o no ha sido usuario por favor seleccione la respuesta de acuerdo a su percepción);Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).9;"¿CONOCE EL PROGRAMA DE PREPARACIÓN PARA EL RETIRO?
  “Héroes vuelven a casa” (IMP) y Seminario fortalecimiento familiar (OF y S/O), busca facilitar la adaptación del personal militar de la Armada ...";¿El Programa de desvinculación asistida y preparación para el retiro facilita la adaptación del funcionario al nuevo entorno social, familiar y laboral? (Si no es o no ha sido usuario por favor se...;Si su respuesta se encuentra dentro del rango de 1 a 3, justifíquela (opcional).10;¿Se ha enterado oportunamente de la realización de las actividades de bienestar programadas por su unidad?;¿En el desarrollo de las actividades de bienestar se evidencia el compromiso del personal encargado en su unidad?;¿Se le brinda el tiempo y las facilidades para asistir a las actividades de bienestar en su unidad?;Seleccione ¿Cuál de los siguientes motivos le ha dificultado recibir o participar de los beneficios o actividades de bienestar? ;Le solicitamos nos brinde sugerencias o aportes que nos sirvan para mejorar las actividades enmarcadas dentro de los programas de bienestar en su unidad.
33114;9/23/24 22:17:07;9/23/24 22:19:39;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;1;Mal desempeño;5;Los comandantes no los entregan ;SI;5;No asisto por exceso de carga laboral;5;No asisten por exceso de carga laboral;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;Desinterés personal en participar;   
33115;9/23/24 22:16:57;9/23/24 22:19:40;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;4;;SI;4;;1;No le ponen la actitud por el malestar del régimen ;SI;4;;NO;4;;NO;4;;NO;4;;SI;4;;SI;4;;4;4;4;No autorización del comandante;
33116;9/23/24 22:17:20;9/23/24 22:19:40;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;5;;NO;4;;4;;SI;5;;SI;5;;NO;4;;NO;4;;SI;5;;NO;4;;4;4;4;No he tenido dificultades;
33117;9/23/24 22:17:33;9/23/24 22:19:40;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;5;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;Bien
33118;9/23/24 22:16:39;9/23/24 22:19:41;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;4;Poco tiempo en la institución;3;Los encargados no postulan;NO;3;La unidad  no las  realiza  ;3;La unidad  no las  realiza  ;NO;4;;NO;3; Planta física;NO;3; No los conoce;SI;3;Personal no idóneo  ;SI;5;;SI;4;;3;3;3;No he tenido dificultades;Admistia 
33119;9/23/24 22:16:35;9/23/24 22:19:42;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;3;Mal desempeño;2;Los encargados no postulan;SI;3; Me encuentro en el desarrollo operaciones;4;La unidad  no las  realiza  ;SI;4; No son apropiadas;NO;4;Calidad académica;SI;3; No los conoce;NO;4;Mala atención;SI;4; Costos;NO;3;No cumple expectativas;3;4;4;No he tenido dificultades;
33120;9/23/24 22:17:02;9/23/24 22:19:42;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;Mal desempeño;1; No se lo merecen  son procesos justos ;SI;4;Asisto;5;;SI;5;;SI;5;;SI;5;;SI;5;Personal no idóneo  ;SI;4;;SI;3;;4;4;4;Desconocimiento de la realización de las actividades;
33121;9/23/24 22:17:27;9/23/24 22:19:42;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;NO;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
33122;9/23/24 22:17:11;9/23/24 22:19:43;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;3;Los comandantes no los entregan ;NO;4;;3; Poco presupuesto en la unidad para estas actividades;SI;5;;NO;1;;NO;5;;NO;5;;NO;5;;NO;5;;5;5;5;L;
33123;9/23/24 22:16:44;9/23/24 22:19:43;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;3;Los encargados no postulan;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;Hasta el momento todo ha estado bien 
33124;9/23/24 22:16:58;9/23/24 22:19:43;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
33125;9/23/24 22:17:29;9/23/24 22:19:43;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;3;Mal desempeño;3;Los encargados no postulan;NO;3;La unidad  no las  realiza  ;3;La unidad  no las  realiza  ;SI;3; No son apropiadas;SI;3;Calidad de docentes  ;SI;3;No cumple expectativas  ;SI;3;Mala atención;SI;3;Mala infraestructura;SI;3;No cumple expectativas;3;3;3;Responsabilidades personales o familiares;Niniguna
33126;9/23/24 22:16:49;9/23/24 22:19:44;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;1;Poco tiempo en la institución;1;En la unidad no se divulga;NO;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;SI;3;No se divulgan;NO;1;Calidad de docentes  ;NO;1; No los conoce;NO;1; Desinformación;NO;1;Poca disponibilidad  ;NO;1;Proceso muy corto  ;1;1;1;Desinterés personal en participar;
33127;9/23/24 22:18:53;9/23/24 22:19:47;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;Poco tiempo en la institución;4;Los comandantes no los entregan ;SI;4;La unidad  no las  realiza  ;4;La unidad  no las  realiza  ;SI;4; No son apropiadas;SI;4; Planta física;SI;4;Mala atención;NO;4;Personal no idóneo  ;NO;4;Mala infraestructura;SI;4;Proceso muy corto  ;5;4;4;Exceso de carga laboral ;
33128;9/23/24 22:16:49;9/23/24 22:19:47;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;5;;5;;NO;5;;5;;SI;5;;NO;5;;NO;5;;SI;5;;SI;1;Mala infraestructura;NO;1;Poca información ;4;5;4;No he tenido dificultades;
33129;9/23/24 22:17:27;9/23/24 22:19:47;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;3;;SI;3;;3;;SI;3;;SI;3;;SI;3;;SI;3;;SI;3;;SI;3;;3;3;3;No he tenido dificultades;
33130;9/23/24 22:16:52;9/23/24 22:19:47;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;3;Comandante no postula;4;Los comandantes no los entregan ;NO;3;La unidad  no las  realiza  ;2;No asisten por exceso de carga laboral;SI;4;;NO;3;;NO;3;;NO;4;;NO;3;Mala infraestructura;NO;3;;3;3;3;No he tenido dificultades;
33131;9/23/24 22:17:09;9/23/24 22:19:48;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;3;Mal desempeño;4;En la unidad no se divulga;SI;4;La unidad  no las  realiza  ;4;La unidad  no las  realiza  ;SI;4;No se divulgan;SI;4;Calidad académica;SI;4;Mala atención;NO;1;Mala atención;NO;4;Mala infraestructura;SI;4;No cumple expectativas;5;4;3;Exceso de carga laboral ;
33132;9/23/24 22:16:45;9/23/24 22:19:48;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;2;Poco tiempo en la institución;3;En la unidad no se divulga;NO;3;;3;;NO;3;;NO;3;;NO;3;;NO;3;;NO;3;;NO;3;;3;3;3;No he tenido dificultades;
33133;9/23/24 22:17:16;9/23/24 22:19:49;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);NO;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;.
33134;9/23/24 22:16:41;9/23/24 22:19:50;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);SI;5;;5;;NO;5;;5;;SI;5;;NO;5;;SI;5;;NO;5;;NO;5;;NO;5;;5;5;5;No he tenido dificultades;
33135;9/23/24 22:18:22;9/23/24 22:19:51;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;1;Poco tiempo en la institución;2;Los encargados no postulan;NO;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;NO;5; No son apropiadas;NO;3; Planta física;SI;4; No los conoce;SI;4;Personal no idóneo  ;NO;4;Poca disponibilidad  ;SI;4;Proceso muy corto  ;3;3;3;Exceso de carga laboral ;
33136;9/23/24 22:17:11;9/23/24 22:19:51;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;5;Poco tiempo en la institución;4;En la unidad no se divulga;SI;4; Me encuentro en el desarrollo operaciones;5;La unidad  no las  realiza  ;SI;4;La unidad  no las  realiza  ;SI;4;Calidad académica;SI;4; No los conoce;SI;4; Desinformación;SI;4; Costos;SI;4; Poca variedad cursos;3;4;4;No he tenido dificultades;N/a
33137;9/23/24 22:16:44;9/23/24 22:19:51;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;Poco tiempo en la institución;4;;SI;5;;5;;SI;5;;SI;5;;SI;4;;SI;5;;SI;5;;SI;5;;5;5;5;No he tenido dificultades;
33138;9/23/24 22:17:03;9/23/24 22:19:51;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;3;Poco tiempo en la institución;3;Los comandantes no los entregan ;NO;3;La unidad  no las  realiza  ;2;La unidad  no las  realiza  ;SI;4; No son apropiadas;NO;4; Planta física;NO;3;No cumple expectativas  ;SI;4;Mala atención;NO;3; Costos;SI;3;Proceso muy corto  ;4;3;3;Exceso de carga laboral ;
33139;9/23/24 22:17:01;9/23/24 22:19:52;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;3;;3;;SI;3;;3;;SI;3;;NO;1;;NO;1;;NO;1;;NO;1;;NO;1;;1;1;1;Desconocimiento de la realización de las actividades;ninguna
33140;9/23/24 22:17:10;9/23/24 22:19:52;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;4;;SI;4;;4;;SI;5;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
33141;9/23/24 22:16:54;9/23/24 22:19:55;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;1;Poco tiempo en la institución;1;Los encargados no postulan;NO;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;NO;1;La unidad  no las  realiza  ;NO;1;Calidad académica;NO;1; No los conoce;NO;1; Desinformación;NO;1;Poca disponibilidad  ;NO;1;No cumple expectativas;1;1;1;Desconocimiento de la realización de las actividades;
33142;9/23/24 22:16:43;9/23/24 22:19:56;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;5;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;5;;5;5;5;NA;NA
33143;9/23/24 22:18:14;9/23/24 22:19:57;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;2;Poco tiempo en la institución;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No autorización del comandante;
33144;9/23/24 22:17:56;9/23/24 22:19:57;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;2;Mal desempeño;3;Los encargados no postulan;NO;3; Me encuentro en el desarrollo operaciones;3; Poco presupuesto en la unidad para estas actividades;NO;5;La unidad  no las  realiza  ;SI;5;Calidad de docentes  ;SI;3;Mala atención;NO;3; Desinformación;NO;3;Mala infraestructura;NO;2;No cumple expectativas;3;3;3;No autorización del comandante;
33145;9/23/24 22:16:47;9/23/24 22:19:58;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;5;;4;;NO;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;NO;1;La unidad  no las  realiza  ;SI;5;;SI;4;;SI;5;;NO;4;;NO;3;;3;3;3;No autorización del comandante;
33146;9/23/24 22:16:45;9/23/24 22:19:58;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;4;;SI;5;;5;;SI;5;;SI;5;;SI;5;;SI;5;;SI;4;;SI;5;;5;5;5;No he tenido dificultades;.   
33147;9/23/24 22:17:10;9/23/24 22:19:59;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;4;;4;;NO;4;;5;;SI;5;;NO;4;;NO;4;;NO;4;;NO;4;;SI;4;;4;4;4;No he tenido dificultades;Hacerlas más seguidas 
33148;9/23/24 22:18:27;9/23/24 22:19:59;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;1;Poco tiempo en la institución;3;En la unidad no se divulga;NO;3;La unidad  no las  realiza  ;3; Poco presupuesto en la unidad para estas actividades;SI;3;No se divulgan;NO;3; Planta física;SI;3; No los conoce;SI;3; Desinformación;NO;3;Poca disponibilidad  ;NO;3;Proceso muy corto  ;3;3;3;Exceso de carga laboral ;
33149;9/23/24 22:16:50;9/23/24 22:19:59;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;6 a 10 años;Soltero (a);NO;3;Poco tiempo en la institución;3;Los encargados no postulan;NO;4;;4;;NO;3;No se divulgan;NO;4;;NO;3;;NO;4;;NO;4;;NO;4;;4;4;4;N/A;
33150;9/23/24 22:17:01;9/23/24 22:20:00;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;4;;SI;4;;5;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;NO;4;;4;5;5;No he tenido dificultades;
33151;9/23/24 22:17:21;9/23/24 22:20:00;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;N/A
33152;9/23/24 22:17:08;9/23/24 22:20:02;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;4;;2;Los encargados no postulan;NO;4;;4;;NO;4;;NO;2;;NO;3;;SI;4;;SI;4;;SI;4;;4;4;4;Desconocimiento de la realización de las actividades;
33153;9/23/24 22:17:54;9/23/24 22:20:04;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
33154;9/23/24 22:18:18;9/23/24 22:20:05;anonymous;;Comité N° 1. COARC;COARC / AYGAR;;;;;;;;;;;;;;;;Oficial;;;;0 a 5 años;Soltero (a);SI;1;Poco tiempo en la institución;1;Los comandantes no los entregan ;SI;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;SI;1;La unidad  no las  realiza  ;SI;1;Calidad de docentes  ;SI;1;No cumple expectativas  ;SI;1;Mala atención;SI;1;Mala infraestructura;SI;1;No cumple expectativas;1;1;1;No he tenido dificultades;
33155;9/23/24 22:18:53;9/23/24 22:20:06;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;4;Poco tiempo en la institución;4;Los comandantes no los entregan ;SI;4;La unidad  no las  realiza  ;4;La unidad  no las  realiza  ;SI;4;La unidad  no las  realiza  ;SI;4;Calidad de docentes  ;SI;4;No cumple expectativas  ;SI;4;Mala atención;SI;4;Mala infraestructura;SI;4;No cumple expectativas;4;4;4;No he tenido dificultades;
33156;9/23/24 22:18:01;9/23/24 22:20:06;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);NO;3;Poco tiempo en la institución;3;Los encargados no postulan;NO;3;La unidad  no las  realiza  ;3; Poco presupuesto en la unidad para estas actividades;NO;3;La unidad  no las  realiza  ;NO;3;Calidad de docentes  ;NO;3;Mala atención;NO;3;Personal no idóneo  ;NO;3; Costos;NO;3; Poca variedad cursos;3;3;3;No he tenido dificultades;.
33157;9/23/24 22:16:58;9/23/24 22:20:06;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;4;;NO;4;;4;;SI;4;;NO;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;Desconocimiento de la realización de las actividades;
33158;9/23/24 22:16:55;9/23/24 22:20:08;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);NO;3;Comandante no postula;3;Los comandantes no los entregan ;SI;3;No asisto por exceso de carga laboral;4; Poco presupuesto en la unidad para estas actividades;NO;3;La unidad  no las  realiza  ;SI;5;Calidad académica;SI;4; No los conoce;SI;3;Mala atención;SI;4;Poca disponibilidad  ;NO;1;No cumple expectativas;2;4;4;No autorización del comandante;
33159;9/23/24 22:16:34;9/23/24 22:20:09;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Oficial;;;0 a 5 años;Soltero (a);SI;1;Comandante no postula;1;En la unidad no se divulga;NO;3;La unidad  no las  realiza  ;2;La unidad  no las  realiza  ;SI;3;No se divulgan;NO;5; Planta física;NO;5;;SI;5;;SI;5;;SI;5;;2;2;2;No autorización del comandante;
33160;9/23/24 22:18:29;9/23/24 22:20:09;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;1;Poco tiempo en la institución;1;En la unidad no se divulga;NO;1;La unidad  no las  realiza  ;1; Poco presupuesto en la unidad para estas actividades;SI;3;No se divulgan;SI;2; Planta física;NO;1; No los conoce;NO;1; Desinformación;NO;1;Poca disponibilidad  ;NO;4;;1;1;1;Desconocimiento de la realización de las actividades;
33161;9/23/24 22:16:58;9/23/24 22:20:10;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;5;Poco tiempo en la institución;5;Los encargados no postulan;NO;5;La unidad  no las  realiza  ;5; Poco presupuesto en la unidad para estas actividades;SI;5;La unidad  no las  realiza  ;SI;5;Calidad de docentes  ;SI;4; No los conoce;SI;4;Mala atención;SI;4;Mala infraestructura;SI;4;No cumple expectativas;4;4;4;No he tenido dificultades;Mejor comida 
33162;9/23/24 22:18:12;9/23/24 22:20:11;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;5;Poco tiempo en la institución;5;Los comandantes no los entregan ;NO;1;La unidad  no las  realiza  ;1;La unidad  no las  realiza  ;SI;1;La unidad  no las  realiza  ;SI;1;Calidad de docentes  ;SI;1;No cumple expectativas  ;SI;1;Mala atención;SI;1;Mala infraestructura;SI;1;No cumple expectativas;1;1;1;No he tenido dificultades;
33163;9/23/24 22:16:32;9/23/24 22:20:11;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;3;;3;;NO;3;;3;No asisten por exceso de carga laboral;NO;3;No se divulgan;NO;3;;NO;3; No los conoce;NO;3; Desinformación;NO;3;;NO;3;;3;3;3;Desinterés personal en participar;Poner en conocimiento de los alumnos los programas que se trataron en la encuesta. 
33164;9/23/24 22:18:58;9/23/24 22:20:12;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;3;Poco tiempo en la institución;3;Los comandantes no los entregan ;SI;3;La unidad  no las  realiza  ;3; Poco presupuesto en la unidad para estas actividades;SI;3;La unidad  no las  realiza  ;SI;3;Calidad académica;SI;3; No los conoce;SI;4;Mala atención;SI;4;Mala infraestructura;SI;4;Proceso muy corto  ;4;4;4;No he tenido dificultades;
33165;9/23/24 22:17:08;9/23/24 22:20:12;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;5;;4;;SI;4;;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;SI;4;;4;4;4;No he tenido dificultades;
33166;9/23/24 22:16:42;9/23/24 22:20:12;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);NO;3;Poco tiempo en la institución;4;;NO;3;;3;;NO;3;;SI;4;;NO;3;;NO;3;;SI;3;;NO;3;;2;3;3;Desinterés personal en participar;
33167;9/23/24 22:18:17;9/23/24 22:20:16;anonymous;;Comité N° 14. ENAP;;;;;;;;;;;;;;ENAP;;;;Alumno ESFOR;;;0 a 5 años;Soltero (a);SI;5;Poco tiempo en la institución;5;Los comandantes no los entregan ;SI;5;La unidad  no las  realiza  ;5; Poco presupuesto en la unidad para estas actividades;SI;4; No son apropiadas;SI;4;Calidad de docentes  ;SI;5; No los conoce;SI;4;Mala atención;SI;4;Mala infraestructura;SI;4;No cumple expectativas;3;3;4;No he tenido dificultades;
